2024-06-15T07:39:14Z, 9232, 727
2024-06-15T07:39:24Z, 4721, 10946
2024-06-15T07:39:34Z, 2913, 846
2024-06-15T07:39:44Z, 8019, 1466
2024-06-15T07:39:54Z, 9830, 1401
2024-06-15T07:40:04Z, 5304, 2959
2024-06-15T07:40:14Z, 6173, 2090
2024-06-15T07:40:24Z, 8171, 3063
2024-06-15T07:40:34Z, 4012, 2515
2024-06-15T07:40:44Z, 5914, 2426
2024-06-15T07:40:54Z, 3773, 1399
2024-06-15T07:41:04Z, 7379, 2301
2024-06-15T07:41:14Z, 8483, 1040
2024-06-15T07:41:24Z, 9719, 1070
2024-06-15T07:41:34Z, 9800, 1466
2024-06-15T07:41:44Z, 2827, 308842
2024-06-15T07:41:54Z, 5288, 1164
2024-06-15T07:42:04Z, 9630, 1836
2024-06-15T07:42:14Z, 8541, 1341
2024-06-15T07:42:24Z, 10401, 9278
2024-06-15T07:42:34Z, 8471, 1652
2024-06-15T07:42:44Z, 3784, 1713
2024-06-15T07:42:54Z, 2674, 3177
2024-06-15T07:43:04Z, 9680, 1560
2024-06-15T07:43:14Z, 9674, 1020
2024-06-15T07:43:24Z, 5133, 2165
2024-06-15T07:43:34Z, 10111, 1695
2024-06-15T07:43:44Z, 5326, 5285
2024-06-15T07:43:54Z, 6306, 1147
2024-06-15T07:44:04Z, 8675, 3048
2024-06-15T07:44:14Z, 7219, 2414
2024-06-15T07:44:24Z, 6626, 3295
2024-06-15T07:44:34Z, 6750, 2541
2024-06-15T07:44:44Z, 6017, 3963
2024-06-15T07:44:54Z, 5381, 19245
2024-06-15T07:45:04Z, 1194, 57841
2024-06-15T07:45:14Z, 163, 61042
2024-06-15T07:45:24Z, 1097, 5462
2024-06-15T07:45:34Z, 6895, 1541
2024-06-15T07:45:44Z, 4723, 8557
2024-06-15T07:45:54Z, 8269, 5121
2024-06-15T07:46:04Z, 2917, 10979
2024-06-15T07:46:14Z, 4097, 1526
2024-06-15T07:46:24Z, 2425, 12096
2024-06-15T07:46:34Z, 0, 12096
2024-06-15T07:46:44Z, 6270, 15069
2024-06-15T07:46:54Z, 8870, 941
2024-06-15T07:47:04Z, 7320, 2146
2024-06-15T07:47:14Z, 4159, 3460
2024-06-15T07:47:24Z, 4677, 4458
2024-06-15T07:47:34Z, 4716, 2211
2024-06-15T07:47:44Z, 4891, 2567
2024-06-15T07:47:54Z, 4333, 3575
2024-06-15T07:48:04Z, 3959, 2948
2024-06-15T07:48:14Z, 3677, 2565
2024-06-15T07:48:24Z, 5812, 765
2024-06-15T07:48:34Z, 5654, 2396
2024-06-15T07:48:44Z, 3997, 2760
2024-06-15T07:48:54Z, 3541, 3867
2024-06-15T07:49:04Z, 3523, 3470
2024-06-15T07:49:14Z, 2807, 5121
2024-06-15T07:49:24Z, 3055, 4797
2024-06-15T07:49:34Z, 3310, 4730
2024-06-15T07:49:44Z, 2626, 4779
2024-06-15T07:49:54Z, 5258, 871
2024-06-15T07:50:04Z, 3496, 5531
2024-06-15T07:50:14Z, 9304, 1446
2024-06-15T07:50:24Z, 8807, 1342
2024-06-15T07:50:34Z, 5417, 2377
2024-06-15T07:50:44Z, 4256, 5410
2024-06-15T07:50:54Z, 3212, 14475
2024-06-15T07:51:04Z, 5132, 9167
2024-06-15T07:51:14Z, 4418, 3107
2024-06-15T07:51:24Z, 4470, 2984
2024-06-15T07:51:34Z, 6948, 1690
2024-06-15T07:51:44Z, 2289, 11712
2024-06-15T07:51:54Z, 6005, 2344
2024-06-15T07:52:04Z, 7436, 6255
2024-06-15T07:52:14Z, 6636, 1100
2024-06-15T07:52:24Z, 7722, 2392
2024-06-15T07:52:34Z, 10319, 1120
2024-06-15T07:52:44Z, 9543, 1846
2024-06-15T07:52:54Z, 9931, 951
2024-06-15T07:53:04Z, 7017, 1937
2024-06-15T07:53:14Z, 8774, 7908
2024-06-15T07:53:24Z, 2882, 5491
2024-06-15T07:53:34Z, 1720, 6810
2024-06-15T07:53:44Z, 5655, 3941
2024-06-15T07:53:54Z, 2887, 142496
2024-06-15T07:54:04Z, 182, 4804
2024-06-15T07:54:14Z, 4916, 6151
2024-06-15T07:54:24Z, 3004, 9735
2024-06-15T07:54:34Z, 1107, 7253
2024-06-15T07:54:44Z, 6556, 1078
2024-06-15T07:54:54Z, 8773, 1637
2024-06-15T07:55:04Z, 9663, 1746
2024-06-15T07:55:14Z, 6424, 20350
2024-06-15T07:55:24Z, 929, 45650
2024-06-15T07:55:34Z, 1515, 19857
2024-06-15T07:55:44Z, 6776, 1239
2024-06-15T07:55:54Z, 6988, 1596
2024-06-15T07:56:04Z, 1372, 12119
2024-06-15T07:56:14Z, 6913, 820
2024-06-15T07:56:24Z, 5033, 673
2024-06-15T07:56:34Z, 5720, 20622
2024-06-15T07:56:44Z, 1656, 18485
2024-06-15T07:56:54Z, 3208, 780
2024-06-15T07:57:04Z, 10386, 3953
2024-06-15T07:57:14Z, 9841, 1362
2024-06-15T07:57:24Z, 5702, 1885
2024-06-15T07:57:34Z, 2380, 2615
2024-06-15T07:57:44Z, 3938, 1251
2024-06-15T07:57:54Z, 4256, 2361
2024-06-15T07:58:04Z, 4635, 3560
2024-06-15T07:58:14Z, 2129, 10724
2024-06-15T07:58:24Z, 1639, 42694
2024-06-15T07:58:34Z, 6675, 1477
2024-06-15T07:58:44Z, 9740, 1106
2024-06-15T07:58:54Z, 4863, 1264
2024-06-15T07:59:04Z, 3175, 5963
2024-06-15T07:59:14Z, 1285, 34755
2024-06-15T07:59:24Z, 3322, 1107
2024-06-15T07:59:34Z, 5432, 5193
2024-06-15T07:59:44Z, 4709, 7727
2024-06-15T07:59:54Z, 3969, 1895
2024-06-15T08:00:04Z, 405, 14638
2024-06-15T08:00:14Z, 446, 62994
2024-06-15T08:00:24Z, 182, 76682
2024-06-15T08:00:34Z, 1427, 3786
2024-06-15T08:00:44Z, 2494, 4452
2024-06-15T08:00:54Z, 3073, 15170
2024-06-15T08:01:04Z, 3358, 6054
2024-06-15T08:01:14Z, 8431, 1268
2024-06-15T08:01:24Z, 8117, 677
2024-06-15T08:01:34Z, 4738, 57058
2024-06-15T08:01:44Z, 2097, 8048
2024-06-15T08:01:54Z, 419, 160661
2024-06-15T08:02:04Z, 2697, 5787
2024-06-15T08:02:14Z, 2165, 20596
2024-06-15T08:02:24Z, 6221, 1189
2024-06-15T08:02:34Z, 3433, 18851
2024-06-15T08:02:44Z, 2106, 11095
2024-06-15T08:02:54Z, 2882, 5229
2024-06-15T08:03:04Z, 6090, 1686
2024-06-15T08:03:14Z, 2177, 35027
2024-06-15T08:03:24Z, 4644, 1371
2024-06-15T08:03:34Z, 5992, 2057
2024-06-15T08:03:44Z, 476, 209877
2024-06-15T08:03:54Z, 214, 8121
2024-06-15T08:04:04Z, 1904, 13582
2024-06-15T08:04:14Z, 635, 67922
2024-06-15T08:04:24Z, 1300, 6010
2024-06-15T08:04:34Z, 3599, 2433
2024-06-15T08:04:44Z, 6712, 1450
2024-06-15T08:04:54Z, 6731, 80442
2024-06-15T08:05:04Z, 2891, 1509
2024-06-15T08:05:14Z, 5180, 22028
2024-06-15T08:05:24Z, 1678, 4380
2024-06-15T08:05:34Z, 5349, 2665
2024-06-15T08:05:44Z, 7078, 2220
2024-06-15T08:05:54Z, 706, 62850
2024-06-15T08:06:04Z, 0, 62850
2024-06-15T08:06:14Z, 0, 62850
2024-06-15T08:06:14Z, 5128, 62850
2024-06-15T08:06:27Z, 3078, 2976
2024-06-15T08:06:37Z, 3150, 4657
2024-06-15T08:06:47Z, 5520, 3341
2024-06-15T08:06:57Z, 2797, 21801
2024-06-15T08:07:07Z, 450, 8958
2024-06-15T08:07:17Z, 508, 32549
2024-06-15T08:07:27Z, 816, 95377
2024-06-15T08:07:37Z, 1747, 13244
2024-06-15T08:07:47Z, 2411, 103591
2024-06-15T08:07:57Z, 59, 423306
2024-06-15T08:08:07Z, 567, 10376
2024-06-15T08:08:17Z, 597, 38344
2024-06-15T08:08:27Z, 2606, 2074
2024-06-15T08:08:37Z, 6714, 1185
2024-06-15T08:08:47Z, 8927, 1972
2024-06-15T08:08:57Z, 5970, 5358
2024-06-15T08:09:07Z, 8296, 2127
2024-06-15T08:09:17Z, 6360, 12440
2024-06-15T08:09:27Z, 1547, 13073
2024-06-15T08:09:37Z, 4322, 2200
2024-06-15T08:09:47Z, 5959, 857
2024-06-15T08:09:57Z, 5244, 32072
2024-06-15T08:10:07Z, 5911, 2472
2024-06-15T08:10:17Z, 4411, 4390
2024-06-15T08:10:27Z, 5779, 1505
2024-06-15T08:10:37Z, 2968, 24794
2024-06-15T08:10:47Z, 6031, 4545
2024-06-15T08:10:57Z, 2271, 36623
2024-06-15T08:11:07Z, 384, 13062
2024-06-15T08:11:17Z, 869, 20093
2024-06-15T08:11:27Z, 555, 18651
2024-06-15T08:11:37Z, 332, 7758
2024-06-15T08:11:47Z, 4900, 2320
2024-06-15T08:11:57Z, 563, 56946
2024-06-15T08:12:07Z, 1681, 7480
2024-06-15T08:12:17Z, 2802, 4720
2024-06-15T08:12:27Z, 879, 5330
2024-06-15T08:12:37Z, 76, 212182
2024-06-15T08:12:47Z, 647, 144873
2024-06-15T08:12:57Z, 39, 261928
2024-06-15T08:13:07Z, 49, 185846
2024-06-15T08:13:17Z, 133, 24968
2024-06-15T08:13:27Z, 1154, 17502
2024-06-15T08:13:37Z, 1702, 12969
2024-06-15T08:13:47Z, 891, 74432
2024-06-15T08:13:57Z, 98, 128612
2024-06-15T08:14:07Z, 89, 107459
2024-06-15T08:14:17Z, 102, 103242
2024-06-15T08:14:27Z, 43, 327343
2024-06-15T08:14:37Z, 166, 44960
2024-06-15T08:14:47Z, 633, 368649
2024-06-15T08:14:57Z, 1604, 17371
2024-06-15T08:15:07Z, 50, 191141
2024-06-15T08:15:17Z, 56, 270332
2024-06-15T08:15:27Z, 34, 265231
2024-06-15T08:15:37Z, 17, 310189
2024-06-15T08:15:47Z, 0, 310189
2024-06-15T08:15:57Z, 0, 310189
2024-06-15T08:15:57Z, 2165, 310189
2024-06-15T08:17:21Z, 200, 105122
2024-06-15T08:17:31Z, 103, 71926
2024-06-15T08:17:41Z, 170, 58596
2024-06-15T08:17:51Z, 168, 89990
2024-06-15T08:18:01Z, 195, 36354
2024-06-15T08:18:11Z, 265, 164635
2024-06-15T08:18:21Z, 86, 144750
2024-06-15T08:18:31Z, 312, 63921
2024-06-15T08:18:41Z, 439, 165479
2024-06-15T08:18:51Z, 612, 21477
2024-06-15T08:19:01Z, 1013, 10274
2024-06-15T08:19:11Z, 2509, 4733
2024-06-15T08:19:21Z, 494, 61331
2024-06-15T08:19:31Z, 0, 61331
2024-06-15T08:19:41Z, 0, 61331
2024-06-15T08:19:41Z, 438, 61331
2024-06-15T08:19:54Z, 403, 92177
2024-06-15T08:20:04Z, 818, 66421
2024-06-15T08:20:14Z, 159, 101397
2024-06-15T08:20:24Z, 82, 121140
2024-06-15T08:20:34Z, 95, 128262
2024-06-15T08:20:44Z, 94, 148082
2024-06-15T08:20:54Z, 100, 101408
2024-06-15T08:21:04Z, 109, 90580
2024-06-15T08:21:14Z, 92, 133422
2024-06-15T08:21:24Z, 88, 139894
2024-06-15T08:21:34Z, 96, 223810
2024-06-15T08:21:44Z, 83, 241829
2024-06-15T08:21:54Z, 73, 310709
2024-06-15T08:22:04Z, 51, 313446
2024-06-15T08:22:14Z, 168, 122382
2024-06-15T08:22:24Z, 550, 146423
2024-06-15T08:22:34Z, 1349, 11042
2024-06-15T08:22:44Z, 1793, 7910
2024-06-15T08:22:54Z, 516, 21531
2024-06-15T08:23:04Z, 1169, 15286
2024-06-15T08:23:14Z, 533, 78539
2024-06-15T08:23:24Z, 2114, 4350
2024-06-15T08:23:34Z, 3269, 28526
2024-06-15T08:23:44Z, 1709, 5167
2024-06-15T08:23:54Z, 5289, 6879
2024-06-15T08:24:04Z, 2007, 82426
2024-06-15T08:24:14Z, 86, 172331
2024-06-15T08:24:24Z, 45, 349110
2024-06-15T08:24:34Z, 58, 276370
2024-06-15T08:24:44Z, 60, 142102
2024-06-15T08:24:54Z, 21, 140391
2024-06-15T08:25:04Z, 0, 140391
2024-06-15T08:25:14Z, 0, 140391
2024-06-15T08:25:14Z, 699, 140391
2024-06-15T08:25:30Z, 183, 65794
2024-06-15T08:25:40Z, 277, 14360
2024-06-15T08:25:50Z, 632, 84408
2024-06-15T08:26:00Z, 466, 15812
2024-06-15T08:26:10Z, 792, 28052
2024-06-15T08:26:20Z, 814, 26221
2024-06-15T08:26:30Z, 587, 38450
2024-06-15T08:26:40Z, 711, 18545
2024-06-15T08:26:50Z, 981, 29032
2024-06-15T08:27:00Z, 153, 317389
2024-06-15T08:27:10Z, 1896, 9699
2024-06-15T08:27:20Z, 343, 17995
2024-06-15T08:27:30Z, 741, 30423
2024-06-15T08:27:40Z, 263, 68801
2024-06-15T08:27:50Z, 48, 222974
2024-06-15T08:28:00Z, 714, 32602
2024-06-15T08:28:10Z, 224, 111771
2024-06-15T08:28:20Z, 214, 26850
2024-06-15T08:28:30Z, 875, 19433
2024-06-15T08:28:40Z, 674, 49824
2024-06-15T08:28:50Z, 462, 173402
2024-06-15T08:29:00Z, 103, 56008
2024-06-15T08:29:10Z, 438, 43790
2024-06-15T08:29:20Z, 281, 51661
2024-06-15T08:29:30Z, 203, 119511
2024-06-15T08:29:40Z, 213, 36773
2024-06-15T08:29:50Z, 233, 244406
2024-06-15T08:30:00Z, 8, 608970
2024-06-15T08:30:10Z, 8, 658580
2024-06-15T08:30:20Z, 0, 658580
2024-06-15T08:30:30Z, 0, 658580
2024-06-15T08:30:30Z, 437, 658580
2024-06-15T08:31:29Z, 226, 80689
2024-06-15T08:31:39Z, 68, 54646
2024-06-15T08:31:49Z, 427, 22945
2024-06-15T08:31:59Z, 344, 94153
2024-06-15T08:32:09Z, 292, 68389
2024-06-15T08:32:19Z, 233, 42222
2024-06-15T08:32:29Z, 248, 59781
2024-06-15T08:32:39Z, 209, 38861
2024-06-15T08:32:49Z, 2148, 1488
2024-06-15T08:32:59Z, 1282, 244336
2024-06-15T08:33:09Z, 48, 126710
2024-06-15T08:33:19Z, 261, 33838
2024-06-15T08:33:29Z, 680, 64659
2024-06-15T08:33:39Z, 1284, 5066
2024-06-15T08:33:49Z, 1479, 16632
2024-06-15T08:33:59Z, 1435, 14174
2024-06-15T08:34:09Z, 1350, 9519
2024-06-15T08:34:19Z, 2549, 20469
2024-06-15T08:34:29Z, 4978, 2972
2024-06-15T08:34:39Z, 616, 2580
2024-06-15T08:34:49Z, 2448, 10031
2024-06-15T08:34:59Z, 483, 13132
2024-06-15T08:35:09Z, 927, 20908
2024-06-15T08:35:19Z, 771, 28115
2024-06-15T08:35:29Z, 600, 28299
2024-06-15T08:35:39Z, 202, 163418
2024-06-15T08:35:49Z, 139, 93768
2024-06-15T08:35:59Z, 176, 75526
2024-06-15T08:36:09Z, 138, 100931
2024-06-15T08:36:19Z, 120, 100100
2024-06-15T08:36:29Z, 118, 118852
2024-06-15T08:36:39Z, 37, 145398
2024-06-15T08:36:49Z, 0, 145398
2024-06-15T08:36:59Z, 0, 145398
2024-06-15T08:36:59Z, 774, 145398
2024-06-15T08:37:29Z, 67, 127509
2024-06-15T08:37:39Z, 90, 91346
2024-06-15T08:37:49Z, 85, 246919
2024-06-15T08:37:59Z, 267, 26326
2024-06-15T08:38:09Z, 30, 331861
2024-06-15T08:38:19Z, 24, 367396
2024-06-15T08:38:29Z, 168, 60297
2024-06-15T08:38:39Z, 125, 163332
2024-06-15T08:38:49Z, 133, 185280
2024-06-15T08:38:59Z, 1471, 12359
2024-06-15T08:39:09Z, 4184, 2782
2024-06-15T08:39:19Z, 4851, 31384
2024-06-15T08:39:29Z, 620, 39763
2024-06-15T08:39:39Z, 829, 22430
2024-06-15T08:39:49Z, 975, 28014
2024-06-15T08:39:59Z, 766, 19373
2024-06-15T08:40:09Z, 2919, 4796
2024-06-15T08:40:19Z, 2165, 15946
2024-06-15T08:40:29Z, 7171, 8082
2024-06-15T08:40:39Z, 4256, 2432
2024-06-15T08:40:49Z, 5153, 4464
2024-06-15T08:40:59Z, 8434, 2505
2024-06-15T08:41:09Z, 10024, 1107
2024-06-15T08:41:19Z, 9793, 1741
2024-06-15T08:41:29Z, 7783, 1473
2024-06-15T08:41:39Z, 9341, 934
2024-06-15T08:41:49Z, 8881, 840
2024-06-15T08:41:59Z, 8758, 1364
2024-06-15T08:42:09Z, 9151, 2503
2024-06-15T08:42:19Z, 5991, 1615
2024-06-15T08:42:29Z, 4809, 3639
2024-06-15T08:42:39Z, 2904, 44027
2024-06-15T08:42:49Z, 2554, 2365
2024-06-15T08:42:59Z, 2227, 4213
2024-06-15T08:43:09Z, 2758, 5283
2024-06-15T08:43:19Z, 1999, 10903
2024-06-15T08:43:29Z, 3924, 2448
2024-06-15T08:43:39Z, 2893, 3120
2024-06-15T08:43:49Z, 2153, 23725
2024-06-15T08:43:59Z, 1799, 36918
2024-06-15T08:44:09Z, 2010, 26071
2024-06-15T08:44:19Z, 2140, 5588
2024-06-15T08:44:29Z, 1872, 18128
2024-06-15T08:44:39Z, 1919, 5962
2024-06-15T08:44:49Z, 2144, 14151
2024-06-15T08:44:59Z, 2135, 5209
2024-06-15T08:45:09Z, 2085, 23138
2024-06-15T08:45:19Z, 2145, 6145
2024-06-15T08:45:29Z, 1776, 48697
2024-06-15T08:45:39Z, 1664, 6244
2024-06-15T08:45:49Z, 1842, 5632
2024-06-15T08:45:59Z, 1666, 15684
2024-06-15T08:46:09Z, 1607, 7527
2024-06-15T08:46:19Z, 1333, 54553
2024-06-15T08:46:29Z, 1474, 8600
2024-06-15T08:46:39Z, 1179, 9357
2024-06-15T08:46:49Z, 1114, 14672
2024-06-15T08:46:59Z, 1748, 3952
2024-06-15T08:47:09Z, 4225, 3269
2024-06-15T08:47:19Z, 3696, 6624
2024-06-15T08:47:29Z, 1215, 10530
2024-06-15T08:47:39Z, 510, 5804
2024-06-15T08:47:49Z, 0, 5804
2024-06-15T08:47:59Z, 0, 5804
2024-06-15T08:47:59Z, 2875, 5804
2024-06-15T08:48:10Z, 933, 30741
2024-06-15T08:48:20Z, 883, 22840
2024-06-15T08:48:30Z, 959, 13952
2024-06-15T08:48:40Z, 945, 14209
2024-06-15T08:48:50Z, 2958, 3984
2024-06-15T08:49:00Z, 1702, 9885
2024-06-15T08:49:10Z, 877, 25113
2024-06-15T08:49:20Z, 628, 14091
2024-06-15T08:49:30Z, 659, 60978
2024-06-15T08:49:40Z, 93, 206774
2024-06-15T08:49:50Z, 912, 16578
2024-06-15T08:50:00Z, 350, 18149
2024-06-15T08:50:10Z, 961, 13720
2024-06-15T08:50:20Z, 683, 30903
2024-06-15T08:50:30Z, 606, 11294
2024-06-15T08:50:40Z, 994, 18067
2024-06-15T08:50:50Z, 1272, 5545
2024-06-15T08:51:00Z, 947, 10920
2024-06-15T08:51:10Z, 812, 29464
2024-06-15T08:51:20Z, 709, 27518
2024-06-15T08:51:30Z, 700, 31106
2024-06-15T08:51:40Z, 214, 142170
2024-06-15T08:51:50Z, 73, 176131
2024-06-15T08:52:00Z, 74, 207037
2024-06-15T08:52:10Z, 98, 115018
2024-06-15T08:52:20Z, 141, 91166
2024-06-15T08:52:30Z, 90, 54384
2024-06-15T08:52:40Z, 184, 30566
2024-06-15T08:52:50Z, 434, 67922
2024-06-15T08:53:00Z, 206, 91800
2024-06-15T08:53:10Z, 373, 24258
2024-06-15T08:53:20Z, 840, 12008
2024-06-15T08:53:30Z, 951, 14185
2024-06-15T08:53:40Z, 977, 14334
2024-06-15T08:53:50Z, 938, 15803
2024-06-15T08:54:00Z, 379, 32557
2024-06-15T08:54:10Z, 142, 120850
2024-06-15T08:54:20Z, 36, 112816
2024-06-15T08:54:30Z, 0, 112816
2024-06-15T08:54:40Z, 0, 112816
2024-06-15T08:54:40Z, 643, 112816
2024-06-15T08:54:52Z, 1185, 12372
2024-06-15T08:55:02Z, 1413, 9741
2024-06-15T08:55:12Z, 1634, 5072
2024-06-15T08:55:22Z, 1543, 10199
2024-06-15T08:55:32Z, 261, 89752
2024-06-15T08:55:42Z, 144, 56753
2024-06-15T08:55:52Z, 166, 35818
2024-06-15T08:56:02Z, 166, 36016
2024-06-15T08:56:12Z, 153, 85250
2024-06-15T08:56:22Z, 192, 44869
2024-06-15T08:56:32Z, 205, 122104
2024-06-15T08:56:42Z, 222, 112348
2024-06-15T08:56:52Z, 253, 122801
2024-06-15T08:57:02Z, 196, 55302
2024-06-15T08:57:12Z, 198, 76507
2024-06-15T08:57:22Z, 192, 49233
2024-06-15T08:57:32Z, 218, 144423
2024-06-15T08:57:42Z, 199, 53838
2024-06-15T08:57:52Z, 145, 110223
2024-06-15T08:58:02Z, 276, 87247
2024-06-15T08:58:12Z, 591, 49236
2024-06-15T08:58:22Z, 326, 42541
2024-06-15T08:58:32Z, 256, 47929
2024-06-15T08:58:42Z, 196, 40941
2024-06-15T08:58:52Z, 166, 67497
2024-06-15T08:59:02Z, 122, 126205
2024-06-15T08:59:12Z, 107, 106493
2024-06-15T08:59:22Z, 117, 123639
2024-06-15T08:59:32Z, 124, 106411
2024-06-15T08:59:42Z, 176, 72477
2024-06-15T08:59:52Z, 147, 142864
2024-06-15T09:00:02Z, 120, 174271
2024-06-15T09:00:12Z, 115, 97755
2024-06-15T09:00:22Z, 0, 97755
2024-06-15T09:00:32Z, 0, 97755
2024-06-15T09:00:32Z, 329, 97755
2024-06-15T09:00:45Z, 208, 32434
2024-06-15T09:00:55Z, 263, 24797
2024-06-15T09:01:05Z, 1000, 45780
2024-06-15T09:01:15Z, 377, 26566
2024-06-15T09:01:25Z, 723, 62174
2024-06-15T09:01:35Z, 490, 28540
2024-06-15T09:01:45Z, 663, 19534
2024-06-15T09:01:55Z, 394, 46902
2024-06-15T09:02:05Z, 1630, 20558
2024-06-15T09:02:15Z, 1135, 27084
2024-06-15T09:02:25Z, 1203, 9485
2024-06-15T09:02:35Z, 930, 18880
2024-06-15T09:02:45Z, 2335, 4671
2024-06-15T09:02:55Z, 2360, 5415
2024-06-15T09:03:05Z, 1759, 13867
2024-06-15T09:03:15Z, 749, 12644
2024-06-15T09:03:25Z, 202, 144194
2024-06-15T09:03:35Z, 76, 133216
2024-06-15T09:03:45Z, 75, 118118
2024-06-15T09:03:55Z, 49, 195428
2024-06-15T09:04:05Z, 73, 128503
2024-06-15T09:04:15Z, 96, 43290
2024-06-15T09:04:25Z, 94, 120344
2024-06-15T09:04:35Z, 95, 116150
2024-06-15T09:04:45Z, 72, 153406
2024-06-15T09:04:55Z, 89, 158207
2024-06-15T09:05:05Z, 82, 335042
2024-06-15T09:05:15Z, 105, 212912
2024-06-15T09:05:25Z, 120, 234339
2024-06-15T09:05:35Z, 71, 182389
2024-06-15T09:05:45Z, 0, 182389
2024-06-15T09:05:55Z, 0, 182389
2024-06-15T09:05:55Z, 547, 182389
2024-06-15T09:06:07Z, 125, 70398
2024-06-15T09:06:17Z, 95, 124804
2024-06-15T09:06:27Z, 151, 58256
2024-06-15T09:06:37Z, 233, 46938
2024-06-15T09:06:47Z, 76, 246112
2024-06-15T09:06:57Z, 59, 279557
2024-06-15T09:07:07Z, 64, 200254
2024-06-15T09:07:17Z, 53, 245445
2024-06-15T09:07:27Z, 48, 215197
2024-06-15T09:07:37Z, 52, 327829
2024-06-15T09:07:47Z, 13, 547101
2024-06-15T09:07:57Z, 104, 161648
2024-06-15T09:08:07Z, 103, 80875
2024-06-15T09:08:17Z, 246, 222123
2024-06-15T09:08:27Z, 14, 481442
2024-06-15T09:08:57Z, 16, 585539
2024-06-15T09:09:07Z, 24, 481106
